label,Turbidity,pH,Rainfall,Nitrogen,Phosphorus,Potassium,Humidity
Apple,3.148374874847196,6.489719524845114,574.6847547946102,135.39449357440097,47.956654715606305,125.65974473358534,68.23904949951817
Coffee,1.1592535715331882,6.607565012634845,947.4531512098829,88.0499944683064,37.27615164637198,114.51517030423773,61.8986503040845
Money Plant,3.685698877498106,6.004791569855409,761.794974985397,121.21999945596284,65.38743058935418,97.68719816475652,76.42411850410573
Money Plant,0.8132914204444351,6.097704961161239,788.5407526913112,99.07704460659451,69.31761593247454,124.19031678168076,73.65764223721908
Tea,3.59770169058414,6.800318115688838,790.3777340620318,122.8983078423108,53.782934013389266,93.04924568710324,75.85031782432593
Wheat,0.6416270999026055,5.65745065576169,763.3327792794428,108.97440258405277,43.58541627622952,97.94300325951967,54.52413376314081
Money Plant,3.7609355629521812,7.10245906946788,971.1166585141397,111.9414178041396,64.96288213782945,129.33630475832086,71.22776855395512
Maize,4.755339355937485,6.2825506487348175,508.0716722830974,130.43296201376177,69.50437177565519,93.49368906347337,79.69734246526106
Tulsi,3.895025466185546,5.876005469943922,866.4533844537295,135.93840009553463,50.48779637229279,102.2454677174233,71.28793651676634
Money Plant,1.3458191123431749,6.3667661245036,967.3106850470339,102.21101137154889,54.73306426350267,71.05279495832696,67.82220249220605
Rice,5.109209559983752,6.188076271319136,2936.8092540317475,135.45251101204371,57.769829330867424,101.31598121463165,86.4385376565578
Tulsi,0.43892805150745995,6.178082252602283,949.337305810642,100.42915846163434,50.92468146992056,126.268536331777,70.80573025852416
Tea,1.4135264248266426,7.073119064514401,586.2114251798051,137.9773645168665,64.4574595737358,102.70286612163002,62.15657265780108
Money Plant,0.764426698840538,6.646424408494324,628.0192736451029,94.0900645099219,65.88692020126462,90.79984732616579,63.3744502592192
Tea,4.851346056278677,6.24808920783564,766.8037807003564,111.93514864083568,56.99819134002788,74.92218130851741,77.22286075609418
Apple,1.4183928603349185,6.574487411874199,635.8907221148729,81.65623240368019,33.070499066907814,99.47247979960729,69.48586969135665
Apple,4.436716960802238,6.660672002428223,919.3628369919596,145.7065330456951,39.13053517013544,122.2790566585247,62.594261175334545
Wheat,3.3161636086317885,5.834883543108738,649.0152247640281,82.33073400434557,64.08745738177333,141.98552907511646,66.99036084410345
Money Plant,1.793618000146372,6.842951305153408,774.0732421718953,134.30767484033535,41.64896533701085,111.79722786821898,79.03127520039362
Maize,2.7668198325309676,6.2963751660695735,811.796137222429,80.68703885741222,53.676397467457505,84.94474329642357,75.78338782745857
Rice,2.4207757440388793,5.904157428186336,2632.025433422932,108.6047245216408,38.645317553415644,95.62860454347575,85.64835498311538
Maize,0.2992234038630874,5.997310060265842,543.8408964453014,121.7391629830118,69.50773347492037,109.39190654423854,69.77976278578589
Apple,3.3381295500221424,6.580819377691707,751.06431097245,124.55391909176667,41.119206712874586,91.71225737693068,61.486095651992414
Rice,3.2558338679613428,5.370373883263794,2053.733277113305,129.55704064375914,47.675482447698656,107.34149523679142,84.44290001793236
Money Plant,3.794367438484229,6.478469829594379,972.4652268281747,86.54049742119699,31.706278251934037,85.11904556450685,63.745261015554746
Rice,5.554384004795158,6.544815104977846,1844.9044005805697,148.32383702185876,39.218121878513095,106.0216991523574,89.73831481525464
Coffee,3.8439882799699,7.189318937569295,869.0505421731482,118.49948023961095,31.07262234892367,97.13918303925055,67.78743066344428
Maize,0.7406110172816766,6.53383399870305,774.6719704368761,99.94028069238755,37.62756601139936,121.55798493386402,72.57067001061051
Apple,0.4529679756630218,6.500182054809074,787.0111528396983,108.57137754567117,41.21729465368831,119.65240212124607,75.65244643723585
Wheat,0.8880572967863559,6.5396101042247,498.4239731614488,92.14174528389677,69.0395437042731,110.85218651531719,64.76384830601391
Tulsi,1.8392150028484335,6.565311976695462,625.3800754615652,123.75326220960855,53.34138578888103,118.04422291752411,71.78844106330163
Coffee,4.891369568880232,6.67590942793609,579.2900846502885,140.6044225221811,45.1158865759715,121.65424657677917,62.268134085341465
Wheat,4.339700451105615,6.791388673802596,550.3875175050014,66.79330182242786,61.27549587246725,90.1123367908739,61.7578912881167
Tea,3.799406709998277,6.061044561293645,937.1026285413523,109.70058444238067,67.56238952709178,112.397110497017,69.70774440760178
Coffee,4.793906729784356,6.451375231271667,759.8464682135004,137.32051008114394,51.44326305279266,79.53928181953852,71.7951685857715
Tulsi,3.687491391640766,6.281804009522719,650.3015718352372,136.43378954072818,46.44827142956508,113.3925600668262,71.3685232769105
Tulsi,4.6524556951762825,6.295160673740624,530.5176248894154,110.50152496913819,58.69841963887839,78.77121120296336,79.00014989914739
Maize,1.4231782296915205,7.167600525391038,608.4773324237656,98.66840943563447,34.479256608669594,116.51146835828769,69.32606886719613
Tea,1.0695016035125287,6.1775597318698985,863.7577089332708,97.94763847502848,39.39088995201993,90.92709912215777,60.587295614682006
Apple,2.0711911218157644,5.897760192427543,647.1812364788325,97.69186311136744,33.40429268664883,116.79375744180555,68.01890281442576
Maize,4.607923362098665,6.390384065122951,525.456444377532,96.63117496481908,54.232782692556896,119.23739961636076,64.57958820836207
Money Plant,0.48462476556400935,6.845432712096712,528.9263046824915,90.24664859612312,64.13893683914164,127.94626055680948,66.02391122892057
Wheat,4.821412843905535,7.497194187308899,713.3154402082547,92.55682537648724,55.08917095352935,106.04597387315958,64.03222727869267
Tulsi,1.5250540962488355,6.034367290277732,718.3158141299162,95.72564592200501,48.67705162228196,93.51386011935169,72.35207197558489
Tulsi,0.33265845186154763,5.855374285315091,674.1767322326364,130.86504875317925,58.806789046178295,86.39660899729252,67.05950883205705
Apple,4.530852363658942,7.131399701763111,780.5069858872282,98.14790833201319,53.335184378774905,70.78083175673304,67.76789276132635
Money Plant,0.10530974776550006,6.985598524649655,515.3470664786095,82.93576641648811,43.960372106991684,113.54231100301166,63.33906154772846
Coffee,3.758419396885792,6.169347595215989,979.9850051857234,146.8392422896739,40.16434661961717,82.05351896211707,79.08088067107137
Wheat,1.0097140891740486,6.475319754470229,787.9988337600012,107.4384485005776,50.935740292511476,80.35643196615993,58.00720326325989
Money Plant,3.7419160434926875,7.155009949747283,648.0357614465731,89.88334675310544,47.72554953174716,98.00965106627292,68.48138014876812
Coffee,4.723361987878386,6.4739577645748225,875.6124986367302,84.0282698145306,34.629744792670685,128.84184953834557,69.85320243621278
Wheat,2.0279372968035423,7.05840753644335,798.4921800393629,57.83341196930871,61.591406094674404,136.0699555766691,50.5451192236437
Coffee,0.3536466047720601,6.8432993443417605,659.6787123870748,102.79735598336845,63.55452364959221,113.12606448080336,77.03590458898579
Apple,4.970334058521873,6.760298352239919,901.0018464024586,136.43970231424328,59.033866484600054,94.86010025485793,75.1143549104923
Tulsi,4.111223225955206,6.241918508924074,840.21177975028,101.55977371952733,44.609095352865246,71.8385868131432,68.80233645416627
Coffee,2.2387350128469774,6.785168364568386,571.2985116795039,119.927638770258,64.30044190805893,120.50535168612484,65.10073558679503
Coffee,0.9377276529087646,6.510677261069802,943.1591837452306,82.26993570363634,60.100410724114944,92.35012913194926,68.18727731925537
Tea,1.1855799086923346,6.331722717701151,622.6312242197646,145.33693569270784,58.770369751928556,79.23797061840587,63.14158050655385
Coffee,2.13291432534261,6.431081029238914,687.9612715540881,85.98412843272625,33.66700107758867,75.95001494576859,64.87647447233704
Apple,1.358999104021885,6.824301812224348,733.5636094912958,145.6456291980962,39.76152090799414,91.16118008722754,64.40143413533079
Wheat,4.82967263866889,7.374192804454364,752.2843214983257,90.47931172144553,51.39196558383364,143.34212816233347,64.68385194679009
Money Plant,4.644417802663431,6.09281951665101,629.1463555937204,124.71036274176767,40.62783844880414,87.05891344195807,71.45124114382655
Maize,2.3159668620442435,7.130246408746009,657.3798513801652,110.67847609986993,62.285342945987075,129.0424424753872,66.28784387006958
Apple,0.8978743860984133,7.107657045488439,972.0055138547862,111.24698578921338,46.092681519146836,126.07619831252538,71.96995345698828
Maize,0.7985995934022798,6.141201382926735,805.9253883774836,124.21646240731403,54.82402812201627,120.52615518394956,76.18392298692838
Tulsi,0.6237274069446979,6.552321581303258,524.1449584922552,140.02296507923626,46.266047568576965,95.91519486139666,76.58924551422399
Tulsi,1.8920463408988617,6.146860074951421,657.1765918634514,149.48195924270505,60.6416751946965,70.78777379063914,70.60093224182171
Tulsi,1.8779749781364747,6.004365401504554,717.1195933079389,129.69423075064273,58.75149964899154,72.37840133628428,68.22786148825514
Tulsi,0.9968966390085181,6.253287029600008,548.8854693662945,107.03904642376736,39.890878845017724,128.3888483825536,66.44290806440446
Coffee,1.6250858309163465,6.901949155583846,780.142597805359,120.06149012148433,37.75025924144262,78.82539682338253,74.57064178531425
Coffee,4.46390499886887,6.576840748885426,709.5524726716958,85.89561362178041,54.98751401893554,127.60830930870827,65.00188410317756
Tulsi,3.2161583714614026,6.662217570512173,819.8062586471524,84.08360940986503,49.3332344199317,127.07939733772422,67.1077974556763
Rice,7.253616493133858,6.217716768776928,2836.9932021140394,163.36736028412992,32.29996611306616,110.89029702401453,88.68316304362888
Apple,3.2253945856045085,6.2899686570354385,929.4992043191393,83.91807582060353,39.6835159236484,74.13849477916708,78.65745418640218
Maize,4.52488013530379,6.526220996349746,706.0372760218511,123.58120265900297,50.062696505341975,105.94308729898742,66.99171407802443
Wheat,1.6545827921414662,5.953806353910017,572.6427410966398,109.78446275356723,45.876861536816016,107.07276171260557,68.30727455606534
Coffee,1.8083083717898896,5.914168776041584,866.3519136732248,143.69461901843968,51.88509831320444,128.37514162002503,65.02673409051864
Tea,2.690777502465475,5.941464606523382,540.890792256831,118.74283689611659,36.19746157965866,110.32070035172873,73.79461744371719
Tulsi,1.60902954435821,6.0675136552252384,537.6084116031827,80.51069615856866,69.02597290056336,113.35401344014548,72.1920843067207
Apple,0.9992112469966394,6.133273846444293,903.9496037607005,85.70979376878752,37.45300910718856,75.40033682949911,63.150928049373476
Coffee,1.384201825215887,7.1151142738294055,688.3706138090762,115.71958414975606,39.671566448870585,118.9372081107521,63.586845826492684
Coffee,4.654546369534142,6.258207684569419,676.5247667624968,109.32284451724472,35.47502337065216,78.90925789357345,74.82934702934456
Tea,4.313069020023177,5.991117413953524,825.6319388500917,84.81351289110488,36.438417971794884,97.31517799195626,67.97983202828856
Rice,8.966610756553317,6.072136978232047,1887.737476273132,115.26780749923137,40.6626460237893,105.89701063366203,88.2360987021788
Coffee,1.273245777295643,6.256913806085845,727.3195431459962,129.879679029633,52.161283211682694,107.51038639151957,77.45170412246264
Coffee,1.1030660878595324,7.16858991233875,535.5183317314892,110.22938890596448,48.153654707201596,87.32205370085721,69.52661355265441
Wheat,2.049089338502137,6.554815340548312,633.8310195292953,73.39551912953203,38.33209060861173,120.17865970479103,56.93499694399799
Wheat,3.2390025015041006,7.102561354605643,770.7236992407527,131.58612552451737,45.081848426397286,140.42860850663584,66.48296370939016
Wheat,3.1088878274566882,5.702170687143085,440.908337585663,59.85860464499818,52.158448255818755,101.96496257933954,64.952855816214
Wheat,0.12687919989631724,6.451041607189758,767.0209698118016,79.76389797394876,37.3869498744516,149.73597247367462,51.09870312585069
Money Plant,1.818665789038964,6.299246689792944,612.9146348388283,123.81351182888596,39.614388056931574,129.76495761991572,76.41604061352301
Tulsi,4.833044547368651,6.958375009988802,669.396558181304,111.30536026106621,50.38174736521751,99.66956973009582,68.17524114845763
Money Plant,1.7693880296280364,6.3800548076926225,900.9362297640674,132.3066951593307,69.92742119821723,72.61228010682525,60.64145310322802
Wheat,2.9258408798010533,7.497716434821734,611.0156834129616,56.76433655911802,41.83384329764385,124.30929253621255,55.57155417626749
Tulsi,3.6545701821139702,6.736514659399491,744.1991680309668,99.99813398159743,48.11137800907963,110.31576866821757,65.93343125733247
Rice,5.443178207521307,6.514021478589245,2713.369612457185,179.05545143134532,43.62166445208586,108.87558678497311,83.67030664983533
Coffee,3.344056487970041,6.7322267117863905,977.9444877813211,140.3244180366196,41.38235827925338,91.63788341776049,71.02693843869883
Apple,1.3503964581645762,6.46972474876161,939.903742672928,128.4516820677382,37.21130013944045,116.30242368078108,74.50584533840541
Tulsi,3.242659126814537,7.013645560199039,958.9190903879737,82.01511234075647,60.298929824630754,91.7969663798188,70.687404707355
Money Plant,3.6180544359275872,6.951540464076325,717.6218852276642,102.66854755004664,60.434004532312706,86.14821721127791,66.09981506168597
Apple,3.7290740434327745,6.249872504320457,934.0896084282002,109.3884555996416,40.785337926512156,103.15767687927547,60.658827492210975
Tulsi,0.7260449569252442,6.530762292604958,841.1976768090333,91.95704454263148,63.37762556537416,105.26652399218592,61.85671784530824
Apple,3.900458976528205,6.9899836616413324,642.1847027556739,124.53529003216505,59.69292115557411,109.03302293410412,69.35983904105856
Coffee,0.18811835350002354,6.843862854653296,893.8712994884277,92.43116017428834,33.60021807108741,90.19294099672966,61.99354202886501
Wheat,3.0609301175301526,6.4350140134877485,448.821463591041,118.76877553724748,44.38130330446264,89.18784940938863,65.25549749669514
Maize,3.748388816348762,6.441568081327219,823.7790789661415,119.78302231523242,36.32014974524435,120.84155080191239,74.8159160152578
Tea,3.1362635609008533,6.086572873065099,710.9661861129866,101.16583866293426,56.049394071133136,128.28310686552763,65.5719243128214
Tea,2.124134443847465,7.157246407472002,958.7150723386605,147.1990965280769,37.277368090314006,121.18408224985949,76.50964702559992
Rice,7.212729518485712,5.657183392660633,1646.097479576268,103.90634659136731,57.44998521133884,110.38445108047337,86.63044366718451
Maize,2.1586210264664834,6.735616476861433,647.2907374548879,113.70031474072323,58.87270097195294,100.32315077964184,79.71081200196979
Tulsi,4.193474533503118,5.840943500523074,919.8089462487159,141.66178184948168,66.9925354568764,121.47256628290205,63.03684293049107
Tulsi,1.21679597774695,6.635144821003485,875.6174179587733,124.55083101391612,37.81325441272974,129.00288463066104,60.78087090789483
Money Plant,1.8310402509689885,6.41454422668472,748.8582680535624,83.62646318050058,58.415079073706664,89.80666040609391,61.32309978907616
Tea,3.0632254105152716,6.539078128116969,520.9488553484572,89.83354954019438,40.79560996544211,99.8633062833957,63.20251146589322
Money Plant,4.175142002033877,5.805631904211489,670.3452158540875,128.44529035742747,58.445396489684654,91.78029889068956,67.19097660712282
Tea,4.921449893182256,6.581932558665079,783.8181663687683,88.59060496898765,60.158884104837796,89.65749554989851,65.1158881290652
Wheat,1.1798912675084652,7.143422534823083,507.1234253679621,126.85811577481604,44.02185186079234,119.83809739340138,66.298978989102
Coffee,4.592829801971732,6.231763373192306,601.1233447741388,110.58904143341236,49.62414703073313,75.92732722389704,68.59324404792751
Maize,2.697084589844073,6.285099728054854,636.1996204454308,81.69466833924999,56.19532844947832,107.72612303016211,62.73132569013982
Tulsi,2.752179213791622,6.1277605847642125,609.402727880391,84.50953943485867,35.961951907056104,126.32085686551771,70.03242119806058
Tulsi,1.3136482181330875,6.7820009803776085,546.432096079177,101.75823391347626,62.37213245052562,89.63223058609366,70.78203357984742
Coffee,3.212314496302208,5.8133940701751445,516.6370125540869,81.75285879640285,33.90206604955692,89.35452566478372,72.07606853203225
Wheat,4.54438466387581,7.189083300956504,540.4267012930881,72.98940109784056,31.953927605935878,142.99817000760441,69.25126482450818
Money Plant,0.674526875666117,6.537365379037162,810.0835883933718,100.21391494173479,69.3431348196951,75.83698227291363,69.88679539464755
Tulsi,3.6271825155693227,6.586411397440485,591.6772432747771,142.76885353888463,46.30880679500559,99.5429299717456,60.15975512644618
Rice,8.851063051863216,6.804565867194204,2232.434070490265,120.62773791529366,50.799015724757155,106.18854300278795,86.83793077615653
Tea,3.292041397482756,6.8018773385860705,669.802703062516,84.52330696734265,43.641538263328854,113.1858282994813,70.79549891342471
Wheat,4.274236397278137,6.750092798884777,668.8600107986445,75.7816514333923,33.471318588311135,146.5328185206088,65.94786813573276
Maize,2.461697014502652,7.028886304873114,622.1127695349052,139.5964238571279,67.53694203942896,72.84813771288964,60.22305329584706
Tea,3.887769472130928,6.056348079079491,824.4964322437112,138.11728476388166,61.26918134315621,95.66848049577206,75.3948678474254
Money Plant,1.2600163093711274,6.2818208756302125,967.0134028428347,123.74734089699567,41.607769895842665,109.51986249542708,63.13676266463145
Tulsi,4.8957441927387775,5.868715149717346,520.9941849961085,100.2933243132743,39.75140457889137,73.88752018747928,78.80711846648391
Apple,2.036344668117535,6.025790428602547,884.2871646798972,96.77363134513473,33.173335860607295,95.02917591411341,78.53987700176319
Rice,7.020307140119205,5.912218664798101,2379.32479618753,117.23410959027461,33.418691654095646,114.96815481559477,88.6833351177278
Tea,4.3024732775787475,6.093090554671516,506.60483726182156,121.37940380108623,52.790739461942614,104.5856138681279,69.59861653008657
Tea,0.706839430886161,6.0606551125286074,938.5032817598383,121.7644616647913,55.35336848594099,83.71992261207072,67.09523694335086
Tea,3.331787402082747,5.881680864657826,974.2982356382038,82.33392484812143,36.676526847752584,120.26725072058801,64.28571415246262
Tulsi,1.8289347060484586,6.494703843808324,839.9521939335482,118.26894172906322,37.55844085815162,129.5594101241384,77.11425872998348
Coffee,4.961877901905244,6.902908958081531,713.6149668501911,85.07531194598451,54.71633594502511,95.43202075686696,63.83572854590876
Tulsi,2.652589704753892,5.8475481945135455,614.0573155978285,115.93159571940923,52.34889177089957,96.84150979647586,69.73332839790446
Maize,2.601512940631059,6.95271233704155,807.1122141702671,80.35532116298533,31.033997652710042,121.3512977089382,63.78724329992909
Tea,4.262957228655617,5.874413863477374,593.373830164097,146.5734840971943,60.512863957969834,127.77700000792515,61.96928268124301
Wheat,3.9326523145926826,5.609845419879859,774.9027579188005,73.40873601217677,44.67920070752352,124.89509869897655,56.56046232302049
Apple,2.732301942844338,6.097959514792081,668.2638208109888,85.06329034804138,48.18869258591872,98.5145256592194,72.7202348360753
Money Plant,0.588321123903765,6.743121928850659,762.5728680860748,112.14738203917575,56.43889212007711,102.64565318556559,70.72472525818178
Rice,6.209855716397084,6.206339172663964,2608.3737741518603,156.52207146786705,40.481476168713094,103.21682913955901,87.55660578042635
Tea,0.7227657284062556,6.735818325667956,822.0385621049536,125.62979236124087,30.275388126820168,107.85658491268305,79.00153286332136
Maize,2.6969417014627064,7.15415337460149,878.9133377021033,140.30558745056746,60.46403401729327,107.79540157572525,78.1225744851191
Wheat,1.97675078173845,5.654758814175225,798.9320679536978,55.31283900955155,61.067523731083064,149.82007330767124,68.51733714709783
Money Plant,1.9165954749255398,6.531656375766632,821.6473961728004,87.51631373465918,51.50470312613221,91.18750669802058,66.29733755936735
Maize,1.661951142491624,5.8211780768471,946.9274736137718,129.28894926711146,33.46092451598063,87.17770879756482,77.03660989844454
Tulsi,2.7013506073944398,5.847303524101792,535.2908672556217,130.60863210440345,49.85700916061623,125.62452146079927,67.59648998828254
Tulsi,1.5511664945405024,7.151185802474697,951.2626931030663,123.70959185085067,52.782614822944964,94.46387260210929,70.30527343637227
Rice,4.470227385831434,6.015923095843208,1936.3949944945464,183.40445730160405,57.27867489202354,117.43913114586296,82.62293606705603
Wheat,2.1883660593378136,5.600676372180507,614.8840528728738,121.53403555903037,35.87526512050162,133.6094995611586,68.29818764191755
Money Plant,2.5794626932726943,6.240795179642408,996.8040960648711,84.68533818649725,44.63926846022664,91.9576062675635,77.00006520380312
Money Plant,4.120354123646082,6.821760656078294,782.9241948759163,109.081260869398,44.99303056244072,79.7081301981462,77.39830811848559
Rice,2.544946448284909,5.754413118588674,2479.0308085625734,189.61337056626294,31.205613925181346,109.13520453481499,82.3671613990044
Tulsi,1.282648091606303,6.936974685463607,984.1174401313801,86.28326111776727,64.95605695929156,95.98877481219189,75.08526691305501
Tulsi,0.5459120879150952,7.090752431198025,554.9507797380207,111.41769864273735,62.20291677712874,110.97001620035637,74.20229031030568
Wheat,1.0982053240817191,6.466647940870304,608.5894271746254,116.43286376513814,53.09943124316076,76.10683334514268,52.89280690584368
Rice,6.305743659532833,5.2822676884375,2542.968243158439,137.56022840142407,41.54873639940265,89.64097615040626,87.05776111857543
Maize,2.066539520918553,6.7140179085029015,528.189463665519,118.85561254844599,60.71249747019958,110.09116111895801,69.18394889679243
Maize,2.369507508848735,6.576159771158856,671.5726002763907,97.38576685647165,61.316401433790986,103.99080212845875,64.74470397889031
Tea,3.592060924396081,6.585542732418833,510.36271751244624,130.1880036553996,64.42736036790143,114.35814731051303,66.68182829048183
Tulsi,4.338156878582691,6.002711005708065,853.7639769601528,106.10389631892642,39.15747070183616,119.52842075576564,68.16378100703268
Money Plant,1.6058404933609831,6.031077176002817,794.0555748743004,101.32290799934468,56.85934058880708,104.68851019987014,68.16511987571855
Tulsi,3.770904060633745,5.823796236195932,794.7851911605467,105.3934025364712,38.17980253685688,101.88172139666932,66.71943073964218
Money Plant,4.0922949596416265,6.561679392037264,635.0697108312584,144.39184058749544,49.64100210631187,123.71306555391521,79.87705068234264
Maize,1.3195665412068907,7.148900231328125,653.715720397436,139.15070885356928,44.595371584291655,117.8790809063901,69.03056456640621
Wheat,2.928817906398976,7.408092382110468,634.5411682242559,53.69654602191629,48.32348660824344,100.060147385274,50.08556272569462
Maize,2.634214911432977,6.4778333464270075,572.4185851835027,95.11579842149717,35.41358478603049,122.9294731932559,60.3776197997265
Wheat,3.863440679655574,5.884870550228026,687.7183189915036,95.52775946191375,45.831991794188866,123.75434940375285,66.63393419298018
Tea,2.364175219664803,7.003388977927466,837.2028870524694,124.43304230347894,47.4797928643514,100.76302105976198,62.853819908142924
Coffee,3.849813180486855,6.612930405571914,575.0791597664702,91.88664593455474,38.14222548565032,104.27736947385617,79.74243907503238
Maize,2.3988982869516655,5.84695150992319,804.2387834741072,140.1754302202495,38.96258395994454,71.191999843606,75.26404990075261
Apple,3.9532483133412697,6.070551053804279,990.7103638822509,140.14184611067645,39.271293723694114,100.97305454343095,71.01690245274861
Apple,3.326343948747779,6.298903266399131,927.2845793463114,97.4353859183168,39.63265908632796,125.80495832663703,71.21749061104914
Wheat,4.355811137685836,5.624818587155408,722.3845700433642,117.50125249389404,64.15595739270914,88.21693942423474,64.0536987285453
Maize,1.0280697163939596,6.459073768226828,825.8648515988341,140.86924907677877,63.08648352878802,85.74860173940108,73.71380557743383
Tea,1.2235326415438437,6.793650300864988,515.209590708645,135.3602756186549,62.93224050495506,76.32150191550683,78.5739254049977
Rice,7.990948410752055,6.151315638818196,2077.207872797112,196.04410826686203,42.07870522215149,90.1153362208475,85.78393699320083
Apple,3.360241751482836,6.417779741545028,594.3790401516342,109.87045318505804,35.13118358020222,95.05997928812951,64.87220721431429
Apple,1.9380880959099416,6.873784366236707,690.2449056292456,108.78103067223225,43.45933391871142,117.8323977541511,73.23758569168929
Coffee,0.15943463679635464,6.030058743546006,813.6837216976807,81.37387413579275,43.39539517961613,122.39627857498269,75.09170707630102
Coffee,0.6374089211297842,7.1616548794193795,631.3831763908858,88.04816556518118,66.97086332454603,79.34260941065449,70.05290681619844
Wheat,1.1839592107969317,6.250503089868657,537.8077457021118,111.0408053660118,41.676711038224795,92.70209605565312,59.306000352300565
Tulsi,2.7947604836541315,6.283971500851401,726.6113317951375,141.9911167058919,68.49691942929573,77.81917759693529,68.88011896061275
Apple,2.8458172006682254,6.0120163959551665,781.7427611907469,100.71126846287072,62.92161049287765,128.67242958162976,64.5789595605437
Maize,1.765949204149546,6.334750700520058,848.8130910575258,94.9508518249068,35.661953683964654,96.60244595207519,77.8234544041864
Apple,4.946359591892596,6.8722622149302115,517.2849762399085,130.8450790520135,32.67087558566079,126.50230438784581,79.51576321073385
Wheat,3.167873196873814,6.734756387897136,639.0885654408285,141.66662618270584,65.32638246537718,100.78457197314076,58.16171649721696
Money Plant,2.9626368889566184,6.433394446471464,540.9656328515481,146.30568405641782,48.970399860887284,117.37390347804683,69.8019548647617
Apple,1.5379045295162992,5.86611591097176,925.0298807538315,97.5629139072484,48.96191199743108,75.43947896510454,66.07857914518178
Maize,4.200486916781058,6.088340725120725,803.4856412431723,106.80462932137281,59.10185711615015,120.07422216033447,73.7163553220115
Tea,0.5306266522487575,6.0440831393067755,966.4654484796665,92.66653645168343,63.37197762994243,125.28210160824193,65.54332888352366
Wheat,1.9086128039851584,7.084842983617815,415.7607622947188,110.13368711826493,55.95534173828077,104.68642435260207,51.474924180027244
Rice,2.5042069050172713,5.56881410271153,2775.2128514011115,183.34123757932076,53.43652617735762,104.32758046653977,88.07843713635951
Maize,4.13755876177454,6.627120198577522,609.0128823610193,106.0970700977045,42.96083085774555,110.07611233292663,65.21425279775504
Coffee,3.182835639777859,6.439327770793863,947.8028342092161,127.95372350253997,31.407029048517536,95.30700972342584,62.91548358567888
Coffee,3.9337630799883487,6.879951166520661,562.7327392098014,96.36316233857693,48.64604328059636,105.81148896233464,78.03732190128106
